1667344889.456847,10.10.1.100:38954,,,10,
1667344889.501929,10.10.1.100:38954,,,10,
1667344889.533564,10.10.1.100:38956,,,10,
1667344889.559069,10.10.1.100:38956,,,14,
1667344889.585196,10.10.1.100:38956,,,16,
1667344889.610942,10.10.1.100:38956,,,18,
1667344889.636960,10.10.1.100:38956,,,20,
1667344889.662579,10.10.1.100:38956,,,22,
1667344889.688211,10.10.1.100:38956,,,24,
1667344889.713854,10.10.1.100:38956,,,25,
1667344889.739267,10.10.1.100:38956,,,29,
1667344889.764788,10.10.1.100:38956,,,31,
1667344889.790314,10.10.1.100:38956,,,33,
1667344889.815891,10.10.1.100:38956,,,35,
1667344889.841398,10.10.1.100:38956,,,37,
1667344889.867129,10.10.1.100:38956,,,39,
1667344889.892865,10.10.1.100:38956,,,2,1
1667344889.918276,10.10.1.100:38956,,,2,1
1667344889.943776,10.10.1.100:38956,,,2,1
1667344889.969105,10.10.1.100:38956,,,2,1
1667344889.994530,10.10.1.100:38956,,,2,1
1667344890.019965,10.10.1.100:38956,,,2,1
1667344890.045457,10.10.1.100:38956,,,2,1
1667344890.071323,10.10.1.100:38956,,,2,1
1667344890.096769,10.10.1.100:38956,,,2,1
1667344890.122214,10.10.1.100:38956,,,2,1
1667344890.147721,10.10.1.100:38956,,,2,1
1667344890.173214,10.10.1.100:38956,,,2,1
1667344890.198659,10.10.1.100:38956,,,2,1
1667344890.224121,10.10.1.100:38956,,,2,1
1667344890.249596,10.10.1.100:38956,,,2,1
1667344890.274953,10.10.1.100:38956,,,2,1
1667344890.300335,10.10.1.100:38956,,,2,1
1667344890.325825,10.10.1.100:38956,,,2,1
1667344890.351369,10.10.1.100:38956,,,2,1
1667344890.376876,10.10.1.100:38956,,,2,1
1667344890.402322,10.10.1.100:38956,,,2,1
1667344890.427715,10.10.1.100:38956,,,3,1
1667344890.453269,10.10.1.100:38956,,,3,1
1667344890.478762,10.10.1.100:38956,,,3,1
1667344890.507174,10.10.1.100:38956,,,2,1
1667344890.533298,10.10.1.100:38956,,,2,1
1667344890.558838,10.10.1.100:38956,,,3,1
1667344890.584949,10.10.1.100:38956,,,3,1
1667344890.610450,10.10.1.100:38956,,,2,1
1667344890.636028,10.10.1.100:38956,,,3,1
1667344890.661486,10.10.1.100:38956,,,4,1
1667344890.687079,10.10.1.100:38956,,,4,1
1667344890.712493,10.10.1.100:38956,,,4,1
1667344890.737945,10.10.1.100:38956,,,5,1
1667344890.769234,10.10.1.100:38956,,,5,1
1667344890.796041,10.10.1.100:38956,,,5,1
1667344890.821926,10.10.1.100:38956,,,5,1
1667344890.847393,10.10.1.100:38956,,,5,1
1667344890.872912,10.10.1.100:38956,,,5,1
1667344890.898426,10.10.1.100:38956,,,6,1
1667344890.923844,10.10.1.100:38956,,,6,1
1667344890.949371,10.10.1.100:38956,,,6,1
1667344890.974800,10.10.1.100:38956,,,6,1
1667344891.000341,10.10.1.100:38956,,,5,3
1667344891.025809,10.10.1.100:38956,,,5,3
1667344891.051398,10.10.1.100:38956,,,5,3
1667344891.077412,10.10.1.100:38956,,,4,3
1667344891.103104,10.10.1.100:38956,,,4,3
1667344891.128651,10.10.1.100:38956,,,5,3
1667344891.154139,10.10.1.100:38956,,,5,3
1667344891.179500,10.10.1.100:38956,,,5,3
1667344891.204947,10.10.1.100:38956,,,5,3
1667344891.230443,10.10.1.100:38956,,,6,3
1667344891.255908,10.10.1.100:38956,,,6,3
1667344891.281368,10.10.1.100:38956,,,6,3
1667344891.306847,10.10.1.100:38956,,,6,3
1667344891.332258,10.10.1.100:38956,,,6,3
1667344891.357758,10.10.1.100:38956,,,5,3
1667344891.383450,10.10.1.100:38956,,,5,3
1667344891.409239,10.10.1.100:38956,,,5,3
1667344891.434775,10.10.1.100:38956,,,4,3
1667344891.460273,10.10.1.100:38956,,,5,3
1667344891.486024,10.10.1.100:38956,,,5,3
1667344891.511605,10.10.1.100:38956,,,5,3
1667344891.537290,10.10.1.100:38956,,,5,3
1667344891.563077,10.10.1.100:38956,,,5,3
1667344891.589175,10.10.1.100:38956,,,5,3
1667344891.614771,10.10.1.100:38956,,,6,3
1667344891.640524,10.10.1.100:38956,,,6,3
