1667346551.945946,10.10.1.100:38966,,,10,
1667346551.977070,10.10.1.100:38966,,,10,
1667346552.047770,10.10.1.100:38968,,,13,
1667346552.073502,10.10.1.100:38968,,,15,
1667346552.099165,10.10.1.100:38968,,,17,
1667346552.125748,10.10.1.100:38968,,,19,
1667346552.151415,10.10.1.100:38968,,,21,
1667346552.177066,10.10.1.100:38968,,,23,
1667346552.202835,10.10.1.100:38968,,,25,
1667346552.228352,10.10.1.100:38968,,,27,
1667346552.254107,10.10.1.100:38968,,,29,
1667346552.279878,10.10.1.100:38968,,,31,
1667346552.305601,10.10.1.100:38968,,,33,
1667346552.331249,10.10.1.100:38968,,,36,
1667346552.356892,10.10.1.100:38968,,,38,
1667346552.382527,10.10.1.100:38968,,,40,
1667346552.408176,10.10.1.100:38968,,,2,1
1667346552.433853,10.10.1.100:38968,,,2,1
1667346552.459382,10.10.1.100:38968,,,2,1
1667346552.484849,10.10.1.100:38968,,,2,1
1667346552.510393,10.10.1.100:38968,,,2,1
1667346552.536060,10.10.1.100:38968,,,2,1
1667346552.561597,10.10.1.100:38968,,,2,1
1667346552.587099,10.10.1.100:38968,,,2,1
1667346552.612510,10.10.1.100:38968,,,2,1
1667346552.638625,10.10.1.100:38968,,,2,1
1667346552.664192,10.10.1.100:38968,,,2,1
1667346552.690546,10.10.1.100:38968,,,2,1
1667346552.716466,10.10.1.100:38968,,,2,1
1667346552.741953,10.10.1.100:38968,,,2,1
1667346552.767599,10.10.1.100:38968,,,2,1
1667346552.793295,10.10.1.100:38968,,,2,1
1667346552.819027,10.10.1.100:38968,,,2,1
1667346552.844710,10.10.1.100:38968,,,2,1
1667346552.870377,10.10.1.100:38968,,,2,1
1667346552.895869,10.10.1.100:38968,,,2,1
1667346552.921360,10.10.1.100:38968,,,3,1
1667346552.946987,10.10.1.100:38968,,,3,1
1667346552.972820,10.10.1.100:38968,,,3,1
1667346552.999164,10.10.1.100:38968,,,2,1
1667346553.025354,10.10.1.100:38968,,,2,1
1667346553.051082,10.10.1.100:38968,,,3,1
1667346553.076730,10.10.1.100:38968,,,3,1
1667346553.102351,10.10.1.100:38968,,,2,1
1667346553.129267,10.10.1.100:38968,,,2,1
1667346553.154908,10.10.1.100:38968,,,3,1
1667346553.180489,10.10.1.100:38968,,,4,1
1667346553.206050,10.10.1.100:38968,,,4,1
1667346553.231747,10.10.1.100:38968,,,5,1
1667346553.257452,10.10.1.100:38968,,,5,1
1667346553.283103,10.10.1.100:38968,,,5,1
